Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,GRC,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,57.93,49.48,54.69,54.73,59.32,62.68,64.03,63.55,65.1,70.87,69.74,73.54,75.87,84.07,89.32,83.91,83.19,89.27,86.38,97.84,100.6,101.29,97.67,100.96,104.39,97.24,94.96,101.8,106.77,92.05,108.45,106.22,99.44,104.68,104.96,104.83,99.2,102.31,106.61,108.2,105.58,106.71,100.86,102.13,106.7,101.82,97.77,100.84,102.53,103.01,101.08,103.29,93.64,97.2,103.65,99.15,99.76,98.37,100.63,100.36,94.99,
Greenland,GRL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,33.419999999999995,33.971666666666664,36.071666666666665,35.906666666666666,37.38666666666667,50.47,49.61333333333333,48.71,47.90166666666666,45.69666666666666,50.46666666666667,49.30666666666667,50.08833333333333,50.30833333333333,53.27333333333333,51.220000000000006,49.25333333333333,49.295,51.650000000000006,52.153333333333336,53.80333333333333,53.875,50.715,51.58333333333334,55.04333333333333,56.861666666666665,56.61500000000001,55.20166666666667,56.66333333333333,55.775,56.99000000000001,58.405,60.65166666666666,61.74499999999999,62.44166666666667,62.67499999999998,61.578333333333326,64.90333333333334,70.82499999999999,74.84285714285713,77.03714285714287,80.38714285714286,77.03428571428572,77.50428571428571,79.9,79.99428571428571,86.50714285714285,84.51285714285714,91.25857142857144,94.6742857142857,90.33571428571427,93.06285714285714,96.84857142857145,100.48,101.10714285714286,98.40857142857143,103.51714285714286,107.17285714285715,108.66142857142856,112.3942857142857,110.41571428571427,
"Hong Kong SAR, China",HKG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,129.36,159.14,145.46,114.18,109.55,129.92,143.4,159.05,171.65,182.05,192.51,200.74,167.49,164.49,150.63,161.51,181.3,183.66,203.48,137.0,221.04,214.45,211.99,199.3,206.57,189.99,192.62,195.85,177.21,154.62,134.52,95.32,103.79,72.09,82.65,84.8,88.49,92.92,102.88,103.52,104.26,95.83,110.92,103.43,107.74,110.25,114.49,97.59,114.5,101.31,92.89,96.84,104.29,97.05,96.64,106.3,99.93,111.12,210.7,247.57,219.91,
Hungary,HUN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,71.61,73.07,78.1,78.22,74.83,81.74,84.7,86.18,94.28,85.43,94.83,99.2,103.55,106.93,108.52,104.36,116.09,117.67,116.04,124.51,120.94,133.86,129.43,134.75,127.77,129.42,129.09,134.43,132.23,126.97,123.32,97.68,87.62,91.78,90.18,96.01,98.37,98.55,94.76,90.98,103.42,92.41,84.42,108.48,96.78,94.22,82.5,102.21,91.65,79.18,87.58,79.11,88.31,100.22,95.39,104.39,98.88,100.79,99.38,96.11,92.12,
Indonesia,IDN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,20.63,22.46,21.15,22.76,22.27,22.89,21.98,25.43,25.62,27.33,28.29,28.01,30.57,32.03,31.4,31.24,32.54,34.71,35.88,38.8,41.77,41.33,44.56,48.31,49.3,52.14,52.62,55.49,58.57,60.18,59.91,64.75,65.21,65.41,70.89,72.39,68.68,68.3,68.64,70.92,71.88,75.55,80.51,83.92,84.52,87.24,87.66,92.23,95.57,94.56,95.42,100.89,99.93,99.43,101.97,98.61,110.11,115.84,109.6,113.42,114.09,
India,IND,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,22.27,21.96,22.45,22.98,21.92,21.82,23.17,24.59,25.38,26.82,27.13,25.91,27.92,26.9,30.04,29.75,32.04,33.18,31.54,32.65,35.12,34.81,39.11,39.72,40.49,41.1,40.83,44.88,47.38,47.88,49.15,50.93,52.08,53.73,55.18,56.91,58.84,60.09,62.94,62.71,64.8,60.16,66.28,65.48,68.89,72.55,78.64,80.37,78.84,84.84,90.1,92.35,96.6,99.25,98.49,102.26,108.86,114.18,116.09,120.06,123.84,
Ireland,IRL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,50.55,49.15,49.19,49.3,48.62,50.57,57.41,57.06,56.17,55.88,61.99,59.0,57.23,64.16,73.24,65.75,74.19,77.72,74.32,81.29,71.15,76.43,79.84,86.05,86.92,89.39,87.08,84.36,81.95,90.82,89.52,91.31,87.95,83.93,85.8,90.6,90.5,92.74,97.37,92.49,93.83,89.59,90.99,92.4,88.06,87.3,88.97,86.53,84.57,88.22,90.87,85.73,89.95,96.2,100.6,103.19,110.16,110.11,114.38,115.97,118.64,
"Iran, Islamic Rep.",IRN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,13.34,14.12,13.62,13.97,15.16,15.91,16.11,17.37,17.88,18.33,18.49,20.23,21.03,22.07,23.14,25.11,25.03,26.92,26.05,27.52,31.61,34.75,35.21,36.57,39.02,42.79,42.91,41.74,42.28,50.14,49.99,55.9,58.59,59.63,61.35,65.02,64.09,72.96,67.78,68.24,69.61,81.0,83.62,82.19,90.7,93.87,101.61,77.26,84.9,90.08,89.28,92.36,96.85,101.31,98.5,100.18,95.42,87.04,91.76,87.13,83.78,
Iraq,IRQ,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,51.23,57.6,50.47,54.06,56.74,60.37,63.98,67.19,71.55,66.38,70.71,81.48,68.22,68.2,70.37,79.63,83.37,86.97,81.98,87.45,86.48,97.1,89.97,96.03,118.09,112.91,104.01,109.88,116.8,128.13,87.71,96.0,112.78,110.71,114.12,115.2,112.08,119.95,112.66,110.9,126.72,141.99,113.12,109.74,118.88,119.36,115.29,104.11,104.45,119.84,130.07,131.6,145.63,138.3,80.68,81.03,78.72,77.35,123.65,149.03,123.62,
Israel,ISR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,21.46,23.03,24.53,28.5,28.38,28.56,32.83,33.85,34.54,35.87,40.13,43.5,43.97,45.82,46.46,48.68,49.56,50.21,49.82,50.48,50.3,55.18,57.06,56.17,55.97,54.22,58.52,55.7,57.78,64.61,58.58,61.37,62.04,63.32,68.44,68.49,67.62,68.45,69.21,76.22,76.14,82.37,81.12,86.46,86.89,86.05,89.93,89.56,90.59,90.91,91.67,96.54,96.52,100.24,99.08,100.68,101.76,99.45,100.6,102.05,100.01,
Italy,ITA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,86.05,86.79,86.1,90.28,93.14,95.56,101.46,98.34,101.47,101.48,100.01,93.44,102.53,103.97,104.68,100.71,103.9,106.28,113.59,118.77,114.28,110.6,123.42,112.97,113.24,113.57,117.82,110.07,112.74,105.3,113.58,114.82,111.84,110.89,110.07,113.06,110.99,111.31,119.0,115.2,112.89,109.62,105.8,119.09,115.37,110.56,109.17,112.33,112.32,108.58,107.84,103.52,101.77,95.58,102.55,101.88,97.96,99.17,98.46,99.93,99.64,
Jordan,JOR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,27.32,21.29,23.0,33.04,30.55,24.47,27.92,14.63,15.58,12.0,15.93,18.37,12.08,18.81,13.53,12.74,14.42,20.48,15.72,21.47,20.69,21.5,24.54,25.49,30.84,28.59,31.62,34.9,30.67,40.25,37.12,48.3,41.5,48.49,49.23,46.19,46.08,51.66,45.09,54.04,49.66,63.46,59.95,67.82,70.55,70.24,70.34,72.99,78.35,87.09,89.82,87.89,88.31,92.57,101.4,106.03,97.04,103.9,98.06,101.87,102.78,
Japan,JPN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,72.53,76.58,77.92,80.16,81.88,83.25,88.68,93.04,92.38,92.87,90.56,96.26,95.3,96.44,99.16,96.25,104.24,104.78,107.44,102.66,103.27,106.79,107.09,110.18,112.78,113.82,113.52,110.97,111.93,110.97,108.75,112.19,104.82,110.85,107.95,105.57,105.85,101.26,102.46,101.9,99.82,100.85,97.53,98.06,99.04,97.3,99.0,99.45,98.11,95.92,94.81,96.65,100.82,100.81,99.76,99.44,99.84,99.49,100.39,100.45,101.2,
"Korea, Rep.",KOR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,24.38,23.02,25.58,30.56,30.85,32.96,30.57,31.14,35.68,35.55,36.31,36.43,37.14,39.29,45.45,50.22,53.51,58.1,61.23,52.05,57.44,59.39,61.11,63.31,66.03,68.79,69.54,73.85,75.19,74.05,73.33,80.49,80.76,81.07,85.99,89.93,92.5,91.42,95.91,96.47,96.33,92.78,90.53,91.94,92.0,92.64,93.36,96.33,98.0,93.55,89.9,93.83,98.37,101.96,99.54,98.5,97.52,100.02,101.04,99.34,102.2,
Kuwait,KWT,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,4.42,4.49,5.06,4.23,5.36,5.64,4.71,4.56,6.9,7.73,8.22,7.95,8.18,8.77,8.33,9.44,9.88,10.99,14.42,15.99,14.1,12.12,16.18,19.26,24.47,27.12,30.43,31.48,30.62,23.0,3.08,6.54,14.38,20.37,27.01,26.79,33.05,35.47,35.24,36.88,36.0,38.92,42.87,42.87,46.45,49.78,54.71,52.16,65.95,63.67,92.53,95.94,94.39,98.59,94.51,106.9,109.17,114.25,118.23,117.99,123.32,
Libya,LBY,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,14.36,14.99,14.55,13.9,23.19,24.68,26.69,28.23,23.63,25.24,22.03,33.55,39.58,38.29,45.59,49.41,38.26,47.73,47.54,54.01,54.81,58.66,63.15,59.9,61.82,64.72,63.1,65.17,69.47,72.1,72.68,71.4,73.19,77.26,83.93,87.75,89.65,90.76,95.45,87.76,85.97,92.14,93.77,91.08,94.03,94.92,99.14,98.19,101.65,106.05,107.44,109.34,108.66,100.24,100.66,99.1,98.12,103.27,101.89,104.33,105.93,
Luxembourg,LUX,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,33.42,33.971666666666664,36.071666666666665,35.906666666666666,37.38666666666667,50.47,49.61333333333333,48.71,47.90166666666666,45.69666666666666,50.46666666666667,49.30666666666667,50.08833333333333,50.30833333333334,53.273333333333326,51.220000000000006,49.25333333333333,49.295,51.65000000000001,52.15333333333333,53.80333333333334,53.875,50.715,51.583333333333336,55.04333333333334,56.861666666666665,56.61500000000001,55.20166666666668,56.66333333333333,55.775,56.99000000000001,58.40500000000001,60.65166666666666,61.74499999999999,62.44166666666666,62.675,61.57833333333333,64.90333333333334,70.825,87.7,89.43,94.03,91.31,96.01,90.67,89.35,89.47,91.08,92.54,91.05,91.17,89.21,91.92,96.69,102.08,101.23,104.67,111.03,110.39,113.61,112.69,
"Macao SAR, China",MAC,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,36.46,38.08,43.52,41.22,44.49,48.4,46.18,44.63,47.1,49.76,49.84,52.63,54.35,55.28,55.78,56.04,58.53,61.9,68.54,67.5,67.77,67.17,64.93,63.02,63.2,67.58,67.06,63.22,64.08,63.14,65.12,66.86,68.46,66.9,67.84,72.74,70.22,80.71,95.74,97.88,104.26,138.07,96.16,86.87,100.76,111.89,147.36,95.18,106.48,107.06,95.04,108.43,99.79,124.75,86.71,88.53,94.23,91.7,84.62,75.19,72.41,
Morocco,MAR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,17.81,20.83,22.47,22.99,25.15,22.33,23.32,32.22,26.1,26.68,30.78,29.07,27.29,30.7,28.12,30.84,26.34,31.53,33.06,32.75,30.39,36.99,32.26,34.02,37.11,44.88,42.0,50.45,56.16,52.31,58.77,46.08,46.31,57.86,41.61,63.32,55.39,62.53,58.75,52.87,58.1,63.21,72.82,73.29,69.01,82.05,69.26,76.5,90.53,92.86,96.26,92.34,98.53,100.05,108.1,91.86,108.46,115.69,110.16,98.63,115.66,
Mexico,MEX,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,18.66,20.09,20.76,22.49,24.42,26.37,26.78,27.5,27.97,29.26,30.21,31.8,32.9,33.3,35.63,36.06,39.16,42.6,41.19,44.97,48.44,48.29,50.27,50.37,52.65,54.49,54.72,52.57,51.14,55.36,54.94,56.2,57.75,59.65,62.25,63.83,65.23,68.57,70.9,71.85,76.07,76.04,78.52,80.52,79.97,83.79,85.88,88.17,86.11,88.7,87.2,91.9,94.4,97.32,98.41,104.27,108.04,110.48,111.92,112.81,114.21,
Myanmar,MMR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,14.32,15.94,16.57,17.29,16.87,14.89,16.53,17.36,17.29,17.9,18.35,17.3,18.81,19.06,19.92,20.25,20.78,22.65,22.94,26.72,28.88,30.34,31.07,31.79,32.6,32.69,31.88,31.03,29.67,29.33,28.51,32.14,34.85,37.37,38.42,39.64,38.66,40.07,46.6,50.54,53.51,55.47,60.23,65.06,72.65,81.42,86.02,91.89,95.44,98.21,94.56,93.89,98.23,97.97,101.0,101.03,101.62,80.24,79.94,79.83,78.43,
Mozambique,MOZ,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,31.53,32.23,33.38,34.5,34.38,34.2,35.65,38.99,38.91,40.68,43.07,44.03,46.64,45.28,41.88,40.32,40.24,39.2,40.01,40.9,41.1,40.1,38.84,38.22,38.57,39.23,38.37,38.73,39.73,41.99,43.43,39.25,45.12,45.69,54.4,59.76,63.0,65.63,67.61,64.31,67.16,59.31,74.77,76.35,72.36,80.06,81.97,77.89,95.52,108.85,115.66,113.08,105.63,102.81,97.36,99.83,114.81,133.88,135.03,135.75,139.77,
Malaysia,MYS,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,19.23,19.52,20.38,20.2,22.13,21.88,22.48,25.02,26.95,28.6,29.35,30.12,30.29,32.28,34.11,35.51,34.48,32.96,37.46,37.24,37.63,37.95,38.31,38.14,41.47,43.11,45.65,48.89,52.81,57.41,57.6,60.89,64.06,65.35,64.95,64.84,64.46,63.48,61.03,60.81,62.4,64.67,65.6,68.31,70.51,71.1,73.35,74.7,77.16,82.68,85.17,88.83,92.72,92.56,102.51,104.92,102.37,100.67,97.45,100.73,99.85,
New Caledonia,NCL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,74.11,74.95,76.33,79.59,81.81,81.79,77.41,82.4,76.33,75.32,80.47,84.29,80.58,67.4,69.27,61.54,69.12,68.52,69.18,75.2,68.9,69.99,75.44,74.22,82.62,78.5,70.54,69.79,69.33,72.31,75.27,79.2,82.65,87.3,84.97,86.95,82.49,83.91,85.06,85.26,86.67,87.22,87.07,91.42,86.64,82.77,83.4,84.38,81.6,85.66,85.58,91.06,86.68,91.25,110.56,98.18,97.01,97.37,100.6,101.76,98.28,
Nigeria,NGA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,18.31,19.25,20.15,20.74,21.63,20.75,22.06,22.51,24.98,26.73,24.29,21.65,22.69,25.26,23.68,22.54,22.11,21.9,22.26,23.75,23.83,24.66,25.12,26.53,28.48,29.9,30.52,34.54,37.98,39.91,44.73,48.07,51.05,52.92,54.86,57.4,59.74,63.26,66.09,66.62,66.42,69.87,72.88,77.72,82.07,87.34,81.39,86.65,76.29,86.06,80.1,87.87,85.31,96.24,98.5,105.26,107.27,111.74,107.48,106.28,108.05,
Netherlands,NLD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,43.5,45.41,45.64,46.0,44.84,46.72,51.58,53.39,54.0,59.09,60.91,60.09,62.57,67.61,67.21,68.47,70.79,75.29,77.95,79.89,82.84,85.52,85.29,89.57,90.21,92.79,92.0,91.31,89.44,93.16,88.72,94.02,94.0,90.76,91.93,93.58,88.72,90.17,94.91,93.95,87.44,87.2,81.57,86.74,85.15,83.27,85.92,87.38,89.82,89.65,93.16,90.81,93.41,96.63,101.11,102.26,102.47,96.11,100.83,102.44,103.75,
Norway,NOR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,80.46,79.16,83.4,78.58,81.37,81.9,80.41,85.75,83.05,83.1,82.63,83.05,84.84,91.03,83.13,84.76,90.06,92.43,90.21,94.55,95.99,99.59,95.75,99.48,97.45,94.59,98.28,98.1,97.46,102.03,94.07,92.36,96.36,92.64,93.63,95.02,95.2,95.37,94.48,92.64,91.32,90.73,92.37,96.48,94.17,94.32,94.63,99.86,95.63,97.39,93.73,94.84,95.62,98.85,100.13,101.03,101.35,96.64,101.62,101.36,102.29,
New Zealand,NZL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,34.97,36.68,37.2,38.59,38.53,39.59,41.21,43.92,45.64,44.7,45.26,47.08,47.15,43.24,46.68,51.97,50.06,49.14,48.94,50.64,52.71,53.67,55.64,55.87,60.29,57.83,58.0,59.68,57.79,55.43,56.58,60.17,59.78,64.52,64.58,67.08,69.97,71.38,66.45,72.54,75.37,75.58,79.21,83.13,81.58,82.27,84.66,84.84,85.75,85.97,85.91,90.36,92.85,98.86,101.16,99.99,98.07,102.03,101.71,102.86,103.55,
Pakistan,PAK,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,14.19,14.94,15.5,15.92,16.65,16.66,17.78,19.24,19.8,20.58,20.54,21.13,21.96,22.79,23.35,24.62,25.67,26.06,27.09,27.51,29.23,30.3,31.26,31.97,32.85,35.61,36.81,37.41,40.35,41.46,42.81,44.84,48.13,49.81,53.53,54.29,55.35,58.36,59.25,60.63,59.09,60.3,62.95,65.19,68.38,69.89,73.83,77.46,78.67,79.29,83.58,83.64,103.52,98.12,100.15,101.73,108.4,107.09,113.59,119.78,126.52,
Peru,PER,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,19.14,19.7,19.42,21.4,21.65,23.45,24.21,22.54,24.91,26.99,27.75,26.46,26.47,27.52,27.51,28.01,28.21,26.93,26.76,25.34,28.05,29.45,27.97,29.95,29.86,30.68,33.96,35.67,34.28,31.61,33.09,31.21,33.79,37.56,40.3,43.64,47.18,47.43,53.15,55.32,54.95,58.34,60.02,59.46,63.82,68.25,70.71,76.56,79.17,83.03,85.25,90.67,94.45,98.08,98.97,102.96,102.85,110.94,115.72,118.02,122.48,
Philippines,PHL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,22.22,23.65,24.63,25.03,25.48,26.35,26.75,26.96,28.4,29.57,30.76,30.39,31.92,35.19,38.09,40.94,41.91,43.29,44.81,46.53,47.34,48.7,45.44,46.37,46.92,50.3,49.59,49.91,52.4,57.42,57.41,57.3,59.27,61.84,61.52,66.44,66.53,61.16,67.44,69.64,72.32,74.6,76.97,79.23,80.72,83.79,88.83,92.65,92.38,91.32,95.0,98.34,98.65,100.57,100.77,98.66,102.03,101.66,101.27,100.69,100.25,
Papua New Guinea,PNG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,30.77,31.85,32.58,33.53,34.15,35.44,36.11,37.15,38.28,39.27,40.17,41.27,41.33,43.84,44.15,45.17,45.68,46.65,46.86,48.4,49.08,49.73,50.77,52.63,54.02,54.0,55.39,56.71,56.88,57.23,57.84,60.27,61.89,61.65,62.8,65.34,66.7,67.55,70.32,72.07,71.73,74.29,75.83,77.26,78.99,82.34,87.52,88.31,89.73,88.25,91.29,92.52,94.62,99.49,99.81,100.7,101.24,102.71,102.51,102.58,103.43,
Poland,POL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,91.37,83.09,90.24,93.71,92.56,98.56,101.41,105.29,100.48,104.33,98.18,108.25,115.77,116.69,114.21,118.69,109.86,118.97,118.41,96.81,106.11,101.44,105.66,112.27,111.72,118.09,113.03,113.5,116.02,118.4,108.32,93.41,105.85,88.18,96.32,98.57,93.01,101.65,94.11,93.25,94.17,91.17,88.02,94.52,88.53,86.26,92.53,92.97,95.78,91.2,93.24,96.02,95.19,101.75,96.53,101.72,106.19,102.97,101.87,112.2,110.99,
Portugal,PRT,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,71.38,78.37,82.61,77.33,84.67,67.52,79.31,78.2,75.86,83.51,74.14,75.86,79.81,84.67,78.21,74.9,67.8,71.14,85.06,77.05,71.75,85.27,72.5,78.81,80.1,82.77,90.4,71.96,90.27,96.89,101.88,90.83,89.47,90.88,93.16,98.82,93.89,88.16,100.8,93.18,93.32,95.64,92.54,98.88,92.35,94.55,89.97,93.54,95.98,97.01,92.88,91.77,94.28,93.67,107.53,98.8,110.24,101.9,111.67,107.92,127.77,
French Polynesia,PYF,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,101.28,114.14,110.95,108.19,98.34,98.52,92.77,89.3,115.37,110.57,103.48,95.44,80.57,75.82,107.79,100.09,88.83,83.36,88.48,106.05,94.64,103.48,76.17,70.72,91.54,91.41,92.26,84.72,86.39,94.09,86.24,84.5,84.95,85.11,90.76,86.13,86.54,73.31,80.64,87.34,86.84,92.9,92.65,93.51,101.18,99.15,101.36,99.5,95.33,97.21,98.14,99.24,93.89,95.7,101.52,102.78,101.88,103.96,103.45,103.43,103.65,
Qatar,QAT,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,6.49,7.26,7.78,8.26,8.72,9.36,10.08,11.12,11.91,11.78,12.92,13.46,6.88,6.94,6.56,6.2,14.21,16.53,18.48,17.22,20.32,21.18,21.69,23.2,24.17,26.87,27.86,29.53,36.04,38.98,51.57,57.1,57.39,58.48,66.2,70.26,78.64,65.16,70.54,74.46,56.23,65.08,58.93,61.22,58.65,61.73,71.3,62.59,71.62,70.08,74.74,79.41,97.41,81.18,112.93,105.89,105.67,140.41,136.75,158.52,162.02,
Romania,ROU,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,63.78,59.67,60.44,60.99,65.74,76.93,76.36,77.38,77.0,69.55,82.42,91.06,89.51,90.89,92.04,110.88,110.44,110.58,117.8,109.17,110.03,121.75,116.96,129.78,119.82,117.9,106.47,110.31,104.66,98.95,98.68,86.72,100.03,96.69,100.38,95.15,101.66,88.95,94.17,80.05,94.15,87.81,96.73,112.32,98.29,97.39,76.58,94.59,92.38,92.32,102.81,79.6,98.45,103.07,96.09,100.84,115.92,118.69,112.45,87.27,106.43,
Russian Federation,RUS,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,57.66647058823529,58.4335294117647,59.27058823529411,60.40294117647059,63.34411764705882,64.52529411764706,66.12882352941176,68.52588235294118,67.90823529411765,71.3235294117647,68.35529411764705,66.8635294117647,67.1129411764706,67.77647058823528,70.49764705882353,72.5735294117647,71.56058823529412,73.67705882352942,76.34823529411764,76.3064705882353,75.00529411764707,78.24588235294118,74.71117647058824,78.20823529411764,78.11705882352942,80.05176470588235,79.7235294117647,79.72647058823529,80.70176470588234,81.4129411764706,80.50588235294117,103.29,97.59,85.87,79.85,77.08,78.92,64.99,65.17,69.17,73.8,75.71,73.09,75.48,75.95,77.05,78.77,87.88,86.66,73.9,91.44,84.81,92.6,97.58,100.04,102.38,107.41,104.68,109.98,111.93,111.47,
Rwanda,RWA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,27.76,37.7,26.78,26.53,29.59,32.12,39.38,38.88,41.25,43.18,44.01,43.53,45.45,44.2,49.13,51.87,53.99,54.97,58.97,59.61,65.33,68.35,67.43,61.24,72.51,66.64,66.52,64.94,74.08,68.62,78.13,82.25,59.32,42.59,48.69,54.71,57.4,63.84,69.99,76.87,74.97,92.89,85.86,85.71,91.52,94.92,95.63,97.9,110.6,107.43,114.44,126.12,131.36,97.98,100.64,101.38,114.22,108.34,122.72,124.95,129.24,
Saudi Arabia,SAU,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,10.92,10.72,10.86,11.09,11.76,11.85,12.55,10.97,13.07,14.4,19.83,12.62,15.99,22.7,23.69,20.57,23.51,23.05,25.29,24.65,24.86,32.56,38.26,47.88,54.84,58.65,64.1,69.53,70.81,75.97,74.11,77.4,78.68,79.11,73.55,70.94,78.09,81.07,76.3,79.26,90.05,87.47,91.11,96.17,97.5,99.05,100.26,101.28,97.85,101.25,97.53,94.5,104.02,91.5,101.49,107.01,121.02,126.72,137.09,157.4,158.96,
Senegal,SEN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,41.58,42.26,45.65,44.96,48.37,44.81,48.86,40.58,43.33,34.24,47.88,32.75,37.82,48.56,60.37,54.16,33.33,53.85,39.66,35.47,51.8,51.26,36.07,36.83,46.56,51.34,56.84,48.66,55.07,49.88,52.22,47.57,52.31,52.62,57.87,51.62,48.24,48.78,69.15,68.41,64.39,43.48,59.24,59.58,68.29,58.14,52.43,79.33,87.75,96.04,67.66,81.15,80.94,84.28,110.06,105.65,132.78,152.97,152.2,181.33,177.74,
Singapore,SGP,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,329.62,328.43,325.39,329.94,351.85,367.09,371.74,403.12,510.39,509.02,583.18,667.95,663.62,672.68,746.81,820.72,831.86,816.75,827.52,849.89,804.14,772.57,775.96,767.15,658.28,594.53,525.59,398.82,392.34,380.62,321.57,263.38,172.59,129.02,127.93,102.91,140.5,123.12,131.61,57.18,58.11,76.67,83.95,94.7,74.47,77.6,80.52,73.76,73.71,76.05,83.75,87.43,96.5,95.25,99.27,105.48,133.2,112.51,123.76,123.62,112.25,
Suriname,SUR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,27.4,31.59,31.43,32.84,39.76,42.24,48.56,49.97,49.35,53.15,52.42,48.5,56.17,55.24,60.98,58.68,61.67,67.22,70.91,76.69,82.82,86.14,79.49,89.05,91.15,89.07,85.96,88.15,89.27,80.14,88.06,92.34,83.27,78.57,78.49,76.4,76.61,66.55,68.33,64.09,70.0,57.47,62.33,65.24,67.68,72.51,77.39,77.36,89.47,92.07,90.63,91.3,98.61,101.66,98.2,100.14,103.52,97.94,94.71,85.81,87.79,
Sweden,SWE,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,93.86,94.97,95.25,97.13,95.97,89.81,95.13,96.32,87.42,92.31,92.15,92.02,89.92,103.09,95.6,99.8,100.77,103.55,102.79,103.39,106.78,109.82,107.75,117.21,109.6,106.64,96.52,98.11,105.95,109.93,93.6,89.2,100.96,95.72,97.04,102.19,104.33,102.33,98.97,100.32,98.67,99.05,97.18,100.63,96.33,90.67,92.96,94.22,96.19,90.86,93.08,93.12,93.26,99.57,102.35,98.08,100.96,84.16,100.78,101.18,96.49,
Syrian Arab Republic,SYR,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,20.23,27.5,25.51,27.57,26.63,22.77,28.86,27.16,29.59,23.27,26.49,35.8,22.86,39.29,41.22,47.18,45.02,52.37,48.64,66.44,67.5,70.16,68.7,62.5,67.67,74.05,62.98,84.59,60.05,70.96,70.51,81.5,75.29,81.59,87.4,98.45,83.62,108.25,88.92,101.19,100.13,120.97,118.71,121.73,130.53,141.18,123.74,115.92,129.61,121.93,137.85,124.17,111.48,90.51,108.01,101.48,103.99,98.55,113.74,122.9,104.06,
Togo,TGO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,26.3,26.86,28.6,29.49,30.24,31.62,31.42,31.95,32.33,35.03,36.22,34.14,34.78,34.04,35.35,34.08,33.05,35.95,38.19,37.31,37.52,37.27,34.67,38.46,40.11,40.91,40.23,43.14,46.03,47.26,43.6,44.25,51.8,50.23,51.51,59.02,61.35,58.95,63.76,60.46,64.33,64.87,65.93,67.86,73.94,79.42,81.28,89.76,96.96,95.09,102.73,99.17,92.86,101.78,98.66,99.55,103.12,106.41,108.67,111.05,112.48,
